Date,Open,High,Low,Close,Volume
2013-06-17,160.31,159.33,159.33,159.33,1
2013-06-14,160.48,160.27,160.27,160.27,1
2013-06-13,157.9,160.5,160.5,160.5,1
2013-06-12,158.62,157.91,157.91,157.91,1
2013-06-11,159.32,158.62,158.62,158.62,1
2013-06-10,158.03,159.35,159.35,159.35,1
2013-06-07,158.66,158.02,158.02,158.02,1
2013-06-06,155.23,158.64,158.64,158.64,1
2013-06-05,156.75,155.23,155.23,155.23,1
2013-06-04,155.34,156.78,156.78,156.78,1
2013-06-03,155.03,155.33,155.33,155.33,1
2013-05-31,157.23,155.01,155.01,155.01,1
2013-05-30,158.63,157.24,157.24,157.24,1
2013-05-29,161.17,158.76,158.76,158.76,1
2013-05-28,163.23,161.15,161.15,161.15,1
2013-05-24,163.71,163.22,163.22,163.22,1
2013-05-23,162.88,163.73,163.73,163.73,1
2013-05-22,164.79,162.89,162.89,162.89,1
2013-05-21,166.06,164.79,164.79,164.79,1
2013-05-20,167.43,166.06,166.06,166.06,1
2013-05-17,166.97,167.39,167.39,167.39,1
2013-05-16,167.94,166.97,166.97,166.97,1
2013-05-15,166.79,167.95,167.95,167.95,1
2013-05-14,165.34,166.8,166.8,166.8,1
2013-05-13,166.7,165.33,165.33,165.33,1
2013-05-10,166.3,166.71,166.71,166.71,1
2013-05-09,167.78,166.3,166.3,166.3,1
2013-05-08,166.65,167.89,167.89,167.89,1
2013-05-07,164.77,166.64,166.64,166.64,1
2013-05-06,165.95,164.75,164.75,164.75,1
2013-05-03,166.1,165.94,165.94,165.94,1
2013-05-02,165.92,166.07,166.07,166.07,1
2013-05-01,167.48,165.91,165.91,165.91,1
2013-04-30,166.75,167.48,167.48,167.48,1
2013-04-29,166.44,166.74,166.74,166.74,1
2013-04-26,166.63,166.28,166.28,166.28,1
2013-04-25,163.88,166.64,166.64,166.64,1
2013-04-24,168.84,163.88,163.88,163.88,1
2013-04-23,167.98,168.85,168.85,168.85,1
2013-04-22,167.09,167.98,167.98,167.98,1
2013-04-19,164.37,167.1,167.1,167.1,1
2013-04-18,162.63,164.36,164.36,164.36,1
2013-04-17,164.37,162.63,162.63,162.63,1
2013-04-16,164.22,164.38,164.38,164.38,1
2013-04-15,165.14,164.21,164.21,164.21,1
2013-04-12,164.7,165.15,165.15,165.15,1
2013-04-11,163.12,164.71,164.71,164.71,1
2013-04-10,161.39,163.13,163.13,163.13,1
2013-04-09,161.07,161.4,161.4,161.4,1
2013-04-08,160.3,161.07,161.07,161.07,1
2013-04-05,161.13,161.81,161.81,161.81,1
2013-04-04,159.09,161.15,161.15,161.15,1
2013-04-03,160.43,159.07,159.07,159.07,1
2013-04-02,159.28,160.43,160.43,160.43,1
2013-04-01,158.01,159.25,159.25,159.25,1
2013-03-28,157.49,158.01,158.01,158.01,1
2013-03-27,158.41,157.46,157.46,157.46,1
2013-03-26,157.23,158.4,158.4,158.4,1
2013-03-25,157.46,157.27,157.27,157.27,1
2013-03-22,156.31,157.45,157.45,157.45,1
2013-03-21,156.22,156.3,156.3,156.3,1
2013-03-20,156.4,156.23,156.23,156.23,1
2013-03-19,155.96,156.38,156.38,156.38,1
2013-03-18,155.8,155.98,155.98,155.98,1
2013-03-15,157.49,155.82,155.82,155.82,1
2013-03-14,156.36,157.5,157.5,157.5,1
2013-03-13,157.04,156.36,156.36,156.36,1
2013-03-12,156.17,157.03,157.03,157.03,1
2013-03-11,156.56,156.17,156.17,156.17,1
2013-03-08,155.43,156.55,156.55,156.55,1
2013-03-07,155.14,155.42,155.42,155.42,1
2013-03-06,156.2,155.26,155.26,155.26,1
2013-03-05,154.71,156.23,156.23,156.23,1
2013-03-04,153.61,154.71,154.71,154.71,1
2013-03-01,153.06,153.61,153.61,153.61,1
2013-02-28,152.83,153.05,153.05,153.05,1
2013-02-27,151.5,152.83,152.83,152.83,1
2013-02-26,150.34,151.49,151.49,151.49,1
2013-02-25,151.38,150.33,150.33,150.33,1
2013-02-22,150.18,151.37,151.37,151.37,1
2013-02-21,149.89,150.17,150.17,150.17,1
2013-02-20,150.17,149.9,149.9,149.9,1
