S5RLST,S5TELS,S5COND,S5CONS,S5ENRS,S5FINL,S5HLTH,S5INDU,S5INFT,S5MATR,S5UTIL
131.14,128.07,319.82,331.6,524.36,187.67,411.66,309.48,423.86,229.9,177.6
131.93,127.7,318.83,331.81,528.84,186.88,410.79,306.8,422.2,226.49,177.95
130.83,126.78,318.45,333.88,535.89,185.06,410.85,305.88,421.34,224.23,178.69
129.02,126.22,316.51,332.64,532.06,181.49,407.3,301.79,419.42,220.31,178.45
129.31,126.28,316.53,332.16,529.04,180.58,406.4,299.54,420.5,219.81,178.12
129.94,128.54,315.99,334.36,531.91,181.61,406.11,299.74,420.04,219.99,179.14
128.75,129.19,313.71,334.97,535.16,179.12,405.21,299.86,417.91,219.26,178.88
130.97,129.91,311.47,335.68,534.38,180.06,407.47,298.41,416.83,217.95,179.86
130.15,129.82,308.58,335.54,520.81,175.23,401.9,292.32,409.93,211.71,182.98
130.75,129.57,310.27,337.43,521.62,176.33,403.13,294.01,411.77,211.78,184.18
129.49,128.46,307.01,335.11,515.62,173.53,399.33,290.37,407.99,209.48,182.73
131.27,129.33,310.71,336.82,525.49,176.34,404.12,294.65,412.3,214.29,183.83
130.61,128.89,310.1,336.96,524.47,177.55,403.68,295.17,411.76,214.31,182.4
129.94,127.68,306.7,333.94,520.29,176.24,400.49,292.49,407.44,212.27,181.15
127.94,126.64,305.79,334.76,514.42,172.7,398.14,290.08,403.44,210.34,181.0
127.6,126.1,304.75,331.12,508.52,171.7,395.22,289.46,411.46,209.7,178.36
123.35,123.77,296.44,325.01,489.2,165.37,387.11,279.92,399.23,201.79,174.68
124.77,124.69,300.11,326.39,497.4,169.32,388.29,282.99,403.63,205.68,176.09
123.81,124.13,299.72,326.15,493.02,168.45,388.24,281.68,402.68,204.25,176.64
122.16,123.86,299.19,322.99,494.18,168.45,383.91,279.75,404.03,202.96,174.29
121.36,124.65,302.78,324.67,507.98,168.96,384.75,282.91,411.13,205.38,175.71
122.62,124.76,308.87,325.64,510.61,171.49,385.32,286.17,414.93,208.95,174.76
125.31,125.1,309.8,328.12,522.91,176.04,389.84,291.4,421.06,213.67,176.45
122.61,123.92,304.94,325.01,511.58,172.1,384.53,285.09,414.48,211.27,174.02
125.51,126.14,311.28,328.31,525.03,178.73,391.41,291.87,420.79,217.81,176.62
124.15,125.88,309.8,327.94,528.85,176.64,389.05,292.37,420.37,217.66,177.16
124.23,125.51,310.45,327.22,528.47,176.79,387.25,291.84,420.52,216.03,176.77
123.58,124.6,307.8,325.91,522.32,173.14,386.59,288.69,415.47,213.91,175.34
123.65,124.64,305.46,326.62,522.76,170.82,391.47,288.96,416.08,215.51,177.18
125.15,125.14,305.39,327.6,526.41,172.46,391.14,289.62,413.67,216.84,177.59
119.0,121.19,295.93,320.01,498.99,161.82,377.06,275.48,397.8,204.74,172.82
119.17,120.33,295.42,316.89,491.48,162.79,375.45,275.63,400.53,204.36,170.91
116.79,117.82,286.72,312.09,474.51,158.13,365.52,266.96,386.87,197.2,168.7
116.06,118.11,287.84,311.48,478.52,157.44,367.24,267.35,389.43,198.03,167.93
119.22,120.65,294.06,315.06,492.81,162.12,372.96,273.63,399.01,203.68,170.54
119.79,121.17,294.24,314.84,497.56,163.63,372.12,275.83,399.6,205.21,172.73
123.09,122.45,298.85,319.76,506.09,167.87,379.39,282.29,407.47,208.63,174.8
121.98,122.71,299.24,318.43,508.53,166.97,380.17,281.22,410.22,207.77,173.7
124.45,123.34,304.32,319.97,519.55,170.54,384.58,286.37,419.56,213.99,174.73
126.28,125.34,310.31,322.64,527.6,174.89,391.46,290.78,425.85,219.16,177.03
124.99,124.77,309.21,321.38,528.4,174.16,390.74,289.11,420.38,218.95,176.72
124.53,124.9,303.73,319.92,525.25,173.91,386.85,284.26,414.31,215.82,176.39
124.37,123.75,300.94,317.15,516.19,172.95,381.65,281.28,413.94,213.82,175.29
130.56,126.18,312.26,324.6,539.15,182.9,392.54,292.42,429.56,224.47,179.2
129.02,125.78,308.89,321.32,531.96,179.44,388.9,289.44,424.66,222.0,178.35
128.58,124.75,307.5,319.18,528.15,178.65,384.41,288.93,421.91,220.34,177.23
130.34,125.74,308.54,320.81,528.9,181.19,387.54,290.97,424.25,220.62,178.2
128.76,123.72,304.6,316.92,516.05,177.88,382.99,284.0,414.19,216.16,176.16
126.32,122.15,301.16,314.36,501.74,173.02,380.63,278.99,409.57,211.47,173.3
131.06,124.16,308.06,319.89,517.85,181.58,388.33,287.77,421.55,217.03,176.78
132.54,126.31,312.81,324.03,541.85,188.86,395.98,295.1,429.52,226.53,177.93
131.71,125.74,314.87,324.67,539.32,189.27,394.82,295.18,428.31,224.92,179.06
125.7,122.65,306.74,320.65,519.27,178.28,386.24,282.75,415.32,213.56,175.33
124.2,121.33,307.84,317.81,507.86,174.87,380.76,280.73,413.6,209.51,174.18
126.37,123.51,314.87,321.48,518.25,180.42,388.42,286.47,420.8,214.91,176.39
123.47,124.6,310.52,323.3,512.36,176.57,383.09,281.62,412.79,210.01,177.12
119.37,123.59,302.05,318.35,503.17,172.49,376.06,276.3,407.36,204.79,174.25
118.49,123.74,300.72,316.84,499.85,169.43,375.75,274.57,409.38,202.87,173.26
120.28,124.45,305.13,317.95,504.5,172.38,376.99,277.97,418.61,209.1,173.08
116.02,123.43,299.64,315.53,489.74,164.22,374.04,270.09,414.4,204.14,171.87
119.17,124.32,305.52,318.45,498.17,169.9,380.46,277.55,421.88,210.67,172.32
116.12,123.63,300.34,316.15,480.97,167.53,377.14,272.66,413.1,205.43,170.85
117.35,122.85,300.86,316.51,482.46,171.61,377.37,275.12,409.03,206.5,170.81
115.33,121.68,297.71,313.92,478.77,167.15,376.71,271.64,406.86,204.5,171.05
111.69,120.36,286.74,309.86,458.1,159.08,368.81,261.17,390.91,196.0,169.47
114.86,120.77,287.24,308.08,463.77,165.14,369.29,262.39,392.99,199.04,168.77
111.89,120.1,280.96,304.96,456.5,159.98,365.39,256.87,386.46,194.14,166.09
112.5,120.46,275.89,304.32,441.75,158.08,359.6,251.36,377.55,186.35,166.04
108.47,119.8,267.58,302.2,428.25,151.85,356.1,245.04,369.66,179.78,166.81
113.25,122.01,275.53,306.71,442.79,159.05,367.73,252.62,378.19,184.55,170.77
116.86,123.37,283.58,310.33,455.47,164.85,372.47,261.21,389.25,191.62,172.68
115.04,122.35,286.02,307.3,449.2,160.3,369.7,257.52,390.81,191.58,170.08
118.01,123.12,290.82,312.73,463.12,165.1,376.19,263.88,396.38,200.59,171.65
117.23,121.67,288.52,310.74,456.24,164.43,370.78,259.7,392.02,196.57,171.22
115.51,119.86,282.38,305.21,440.57,157.48,365.03,253.38,387.05,190.66,169.81
114.35,119.02,277.89,305.54,444.02,155.68,364.34,250.8,383.06,191.33,168.17
117.4,121.22,287.33,311.39,468.86,160.47,372.23,260.64,395.68,202.46,171.26
123.89,123.77,296.27,316.98,488.29,168.81,382.1,271.52,400.84,212.0,174.26
123.67,123.16,298.04,316.56,491.32,169.23,378.75,273.46,402.26,214.17,171.94
126.4,124.48,298.15,319.4,498.61,174.0,382.17,276.16,402.46,217.28,172.74
125.2,122.98,295.21,317.77,499.0,173.66,380.39,274.72,398.52,216.5,170.97
123.1,121.89,290.14,313.76,489.21,169.32,376.82,269.55,391.59,212.95,168.71
122.26,121.31,285.44,309.97,483.01,167.27,373.29,264.92,385.31,209.63,167.43
121.96,119.92,282.14,309.38,481.82,166.22,369.94,259.99,380.66,206.34,166.51
121.52,119.15,278.86,308.94,479.28,164.21,368.58,259.62,375.94,207.95,165.11
125.61,120.54,286.6,316.02,495.38,169.56,379.7,266.7,384.79,214.78,168.53
126.81,121.24,290.5,316.6,501.5,173.51,384.01,270.75,386.31,217.36,168.68
122.05,119.86,283.1,311.75,483.84,165.55,374.92,262.66,376.01,211.71,167.02
122.25,121.14,284.25,313.03,489.4,168.53,373.98,265.94,377.83,213.12,167.99
125.2,122.47,292.31,317.26,502.12,175.56,382.45,274.35,387.33,218.36,169.94
126.79,123.68,296.14,318.5,506.52,179.83,385.31,278.84,391.57,221.25,170.98
125.24,125.73,294.36,317.58,503.21,177.67,382.8,276.97,391.39,220.68,169.74
124.76,124.5,293.2,316.92,501.57,178.99,381.44,274.77,390.4,218.85,169.78
121.2,122.98,284.95,311.31,487.62,171.82,371.9,266.28,379.85,212.52,166.55
119.32,122.77,279.04,308.94,479.27,170.11,367.62,261.26,371.3,208.16,166.72
121.68,124.85,284.58,313.78,490.24,170.89,374.04,266.17,377.17,210.21,169.29
120.04,123.21,279.97,312.51,488.13,166.19,369.76,261.03,374.34,207.45,166.0
117.0,120.04,269.64,305.76,466.75,160.97,358.48,252.12,360.17,200.58,163.01
116.68,119.04,268.76,304.86,469.33,163.04,357.96,251.21,357.71,200.64,163.2
118.95,120.61,272.51,306.59,477.22,166.18,358.96,254.95,367.82,203.56,164.46
124.76,123.75,286.7,312.14,505.96,174.95,371.38,270.22,388.33,216.1,166.58
124.36,121.76,287.55,309.81,503.65,173.9,371.15,271.17,391.64,215.56,165.22
124.86,122.1,288.81,309.42,512.34,177.31,372.08,275.27,395.71,218.8,165.72
120.97,119.31,284.72,305.03,495.53,171.75,365.38,270.52,388.92,215.5,160.15
121.17,119.89,281.38,302.03,492.2,173.83,362.54,265.69,386.67,214.16,161.14
115.22,116.95,269.22,293.02,468.0,163.58,346.38,254.16,370.13,204.18,154.61
118.76,120.24,281.54,304.08,486.39,176.1,361.56,267.27,385.76,211.13,157.85
108.85,115.22,268.57,297.47,464.88,162.74,348.46,255.49,368.97,199.35,152.93
118.93,121.74,287.76,309.29,506.81,180.79,367.78,274.33,391.61,215.01,161.78
121.27,121.27,287.37,304.34,507.44,183.98,364.92,274.14,393.9,215.5,160.38
127.59,125.38,302.0,313.92,544.4,194.03,379.44,289.68,412.33,230.82,165.74
128.16,124.16,300.01,312.19,547.49,193.02,379.01,287.47,407.29,229.83,165.94
131.97,126.53,311.42,316.26,562.54,198.52,387.95,297.71,416.69,236.77,168.65
134.67,125.38,313.21,317.34,563.02,199.18,394.71,299.25,417.35,237.59,168.15
134.44,125.91,314.58,319.32,569.6,199.69,396.39,300.7,420.85,240.32,169.82
134.56,128.8,316.2,319.25,573.62,199.6,396.96,303.34,420.34,240.83,171.04
138.31,129.31,321.89,322.61,584.29,204.36,403.93,311.75,433.1,246.51,171.64
138.12,129.11,322.5,323.45,587.27,204.71,407.19,317.93,431.3,249.11,172.27
139.85,130.89,324.49,326.71,590.09,206.45,411.6,318.38,431.93,249.73,171.81
139.2,131.52,323.2,327.23,587.34,207.0,412.19,321.5,426.95,250.82,172.78
137.72,130.93,319.47,325.03,575.99,202.0,406.12,316.84,424.7,247.94,170.16
137.04,130.98,321.33,326.3,577.87,199.85,407.56,316.07,426.53,248.0,169.18
134.61,129.95,315.09,321.56,568.3,197.17,403.88,312.09,415.33,244.58,167.81
135.77,131.0,318.48,323.6,570.84,199.93,407.11,315.62,416.68,247.49,169.41
134.26,131.51,318.23,322.81,557.8,200.42,409.07,315.45,410.31,245.14,169.15
135.56,132.47,320.67,324.28,560.58,201.98,409.53,318.54,414.24,247.38,169.91
136.9,132.63,319.03,324.18,556.77,201.65,408.39,317.36,413.15,245.35,170.31
136.4,132.83,320.37,325.31,558.5,202.22,408.18,320.65,417.01,246.18,169.53
139.03,134.36,326.79,327.71,570.15,208.06,414.0,326.65,424.64,251.34,171.44
139.71,134.78,328.81,328.82,574.11,210.81,415.68,330.54,426.64,253.05,172.03
137.9,134.79,324.49,326.74,566.42,207.54,415.97,327.22,420.71,249.35,171.43
137.25,135.81,325.44,324.84,567.43,208.69,414.85,325.52,418.66,248.45,171.1
136.55,136.09,324.16,325.08,564.86,210.45,416.15,327.47,418.01,248.17,172.12
134.06,134.34,317.89,322.66,559.46,206.87,410.93,321.86,410.91,245.93,170.03
133.52,133.23,315.0,319.81,551.14,206.08,409.55,316.56,405.06,242.69,169.4
131.95,132.41,313.69,318.42,545.13,201.85,409.34,315.1,402.03,239.01,168.65
131.0,131.52,307.94,317.41,530.8,201.02,403.47,310.58,396.92,234.82,167.88
129.96,130.12,304.2,316.02,527.05,198.77,401.23,307.8,391.44,234.48,166.6
130.1,131.13,307.29,318.27,537.4,200.14,406.25,311.57,398.73,235.83,166.23
132.69,131.41,306.09,321.3,543.68,202.1,406.58,312.45,395.33,236.02,167.66
133.35,132.09,308.56,323.42,546.03,203.44,409.1,314.31,398.61,236.91,168.82
132.25,131.03,302.48,323.87,536.24,200.67,406.62,309.45,391.0,230.93,168.69
130.83,130.31,299.88,321.62,534.25,200.82,402.49,306.98,389.68,229.1,167.76
129.44,129.31,297.83,319.87,535.64,198.99,401.61,305.79,390.74,229.18,166.7
128.43,129.12,298.46,317.37,534.24,197.86,401.01,304.9,392.0,231.35,165.35
130.81,130.81,302.94,322.17,546.43,202.29,406.41,309.42,399.36,236.78,167.4
128.79,130.06,297.77,318.86,535.78,201.27,402.8,303.9,394.19,232.4,166.73
128.4,129.2,298.24,317.8,543.2,199.2,401.29,303.66,394.25,233.69,166.1
131.66,130.13,303.84,321.43,553.6,200.62,408.54,308.44,400.22,236.65,167.06
132.95,130.24,301.52,319.74,546.84,198.26,404.59,306.28,399.9,232.96,166.97
133.48,130.01,303.99,319.71,544.54,200.14,404.33,308.59,403.22,235.21,166.74
131.43,130.33,303.62,320.37,545.22,200.53,403.39,308.87,404.71,234.46,166.53
133.57,131.63,306.62,321.91,556.49,204.6,405.94,311.26,407.51,236.68,167.33
132.97,133.85,310.92,324.86,556.32,205.99,409.8,315.38,413.33,239.8,168.52
133.76,134.43,311.63,328.55,557.31,205.67,410.66,314.12,412.83,239.49,168.99
137.88,136.34,318.91,332.13,570.47,213.09,416.37,324.53,422.04,247.05,170.84
135.58,135.38,316.85,329.15,564.6,211.05,411.45,321.28,415.55,244.5,169.68
135.59,135.03,315.86,328.15,563.45,209.35,411.12,319.97,413.46,242.01,169.53
133.81,134.21,313.33,327.64,560.47,208.34,411.34,318.86,411.21,241.62,169.67
133.18,135.11,313.29,329.89,552.44,208.24,410.78,316.4,409.33,238.3,170.18
132.55,134.47,314.95,330.23,545.14,208.55,412.17,318.4,411.01,237.19,170.47
134.27,135.35,317.93,332.5,553.32,211.36,416.25,322.79,417.33,239.55,172.53
135.82,135.45,320.98,333.63,554.77,214.51,419.67,326.04,420.34,241.94,172.58
135.57,134.6,319.92,331.9,554.08,214.39,420.57,323.85,419.77,241.82,172.23
134.03,134.21,316.28,331.25,543.36,213.34,417.33,320.3,416.66,236.84,172.81
134.32,133.81,315.83,330.34,544.23,211.82,417.2,324.42,417.36,239.43,171.54
133.69,134.91,320.39,330.48,548.64,212.08,416.75,325.71,423.79,240.32,171.54
135.33,135.65,322.58,330.71,550.99,215.25,417.52,329.42,429.02,243.63,172.29
135.3,134.78,319.84,326.37,551.34,215.44,413.73,329.19,426.37,243.55,170.83
137.14,135.97,322.48,326.76,568.06,218.34,415.0,332.87,429.83,250.4,171.22
135.16,134.5,318.49,324.94,565.4,216.3,412.6,330.32,426.2,248.66,168.99
134.36,134.12,318.01,323.74,556.46,216.69,410.12,328.88,425.32,244.88,168.58
135.25,133.82,317.96,322.97,554.44,215.97,407.7,326.38,424.08,243.1,167.7
135.61,135.59,318.54,325.67,567.25,218.45,410.32,328.39,426.18,246.16,168.94
136.26,135.93,319.75,325.92,576.31,220.52,410.62,333.03,427.37,250.4,169.36
137.24,133.94,321.38,324.95,590.2,219.67,411.75,334.18,428.08,252.88,168.24
137.09,134.14,320.38,324.45,598.02,220.49,407.59,334.56,429.83,254.48,168.11
138.33,135.01,320.51,323.68,589.1,220.94,407.78,333.46,429.39,253.91,167.77
136.85,134.75,319.14,321.25,590.04,219.18,405.73,332.35,429.54,253.25,166.53
136.08,132.98,315.58,319.61,590.11,217.79,401.1,330.31,427.51,252.82,165.24
134.74,131.07,314.75,317.79,583.39,216.56,396.67,324.54,424.25,250.21,163.84
133.89,131.38,315.41,318.84,586.74,216.86,396.13,325.49,423.32,251.89,163.74
133.11,130.99,313.41,318.8,582.98,215.65,394.8,324.8,419.34,249.19,163.45
131.55,130.42,308.07,316.96,570.5,215.1,391.31,320.05,409.66,246.18,161.64
130.42,130.5,307.29,316.5,564.35,214.31,387.66,317.25,408.14,241.92,161.63
131.85,132.27,310.19,318.65,573.06,217.27,392.28,321.54,411.03,245.01,163.02
130.13,131.42,308.35,317.04,567.88,217.13,388.65,320.37,412.73,243.45,161.26
128.34,131.11,309.12,315.06,564.47,219.0,386.85,320.44,414.03,242.73,160.44
128.43,131.44,308.09,314.85,562.93,220.72,387.21,321.21,411.19,244.25,159.89
128.86,132.17,308.58,314.02,580.27,221.58,387.75,323.71,414.88,247.58,160.26
128.91,132.2,308.81,312.26,591.18,221.7,385.92,324.01,415.54,250.66,162.47
129.99,131.86,310.54,313.17,589.13,223.63,385.7,326.75,418.06,252.23,162.86
131.08,131.87,311.58,312.87,587.97,224.62,386.3,328.31,417.81,252.7,163.64
131.45,132.69,312.26,311.66,593.57,222.09,385.57,327.72,414.81,254.77,162.42
131.5,133.36,311.06,311.29,591.55,222.32,387.47,329.13,415.12,251.94,162.95
131.65,133.06,310.63,310.67,591.66,222.48,385.23,328.74,417.27,250.2,163.08
131.23,133.25,308.4,308.85,589.31,220.71,383.0,325.8,417.63,249.36,161.92
130.41,133.28,309.6,309.52,591.34,221.69,383.14,324.63,418.69,248.34,162.38
129.2,131.45,306.32,307.68,586.67,220.07,380.45,323.22,418.01,245.88,160.44
128.25,129.56,303.5,306.32,580.69,219.39,378.02,320.86,415.36,243.46,159.03
128.27,127.76,306.78,306.43,581.42,220.06,378.15,320.97,417.64,244.62,159.57
127.74,126.77,306.09,306.31,576.11,219.59,377.18,319.95,417.02,243.34,159.56
126.94,125.67,301.72,303.8,574.63,218.52,372.84,316.77,410.39,242.29,159.0
128.34,125.43,299.2,302.92,573.3,219.17,373.19,315.68,407.99,238.92,159.06
129.54,124.74,301.55,303.7,574.87,220.34,373.28,318.18,409.02,239.41,158.94
127.98,125.01,297.25,299.9,558.63,218.96,371.05,311.75,401.4,235.33,156.93
127.09,123.84,297.44,297.79,560.82,216.49,368.55,309.55,400.92,234.07,156.37
125.74,121.27,296.08,296.08,544.21,213.56,364.17,304.73,397.07,230.09,156.07
127.96,123.05,301.14,300.35,554.36,217.68,370.89,310.99,408.12,234.68,158.72
128.88,124.33,303.68,303.48,558.89,220.37,375.12,314.35,414.57,235.03,161.73
129.84,125.72,307.12,305.77,556.57,222.56,376.98,317.02,416.2,235.57,163.98
127.52,126.45,305.53,305.92,547.64,220.75,375.94,313.32,413.54,232.4,163.49
129.71,127.25,308.73,307.97,568.3,225.38,382.04,319.76,422.14,237.64,165.54
129.28,126.23,308.1,306.46,571.9,225.57,381.48,320.48,424.65,241.23,163.73
127.31,124.3,306.06,303.91,575.54,220.65,379.03,315.69,422.02,238.85,162.14
128.26,124.39,309.07,304.75,579.78,222.13,382.27,318.37,428.02,243.1,161.56
129.85,125.29,311.23,306.13,583.52,225.1,382.49,322.1,430.94,244.87,162.49
127.63,125.05,306.13,302.95,574.65,220.37,375.09,314.63,423.83,240.16,160.96
128.64,124.53,304.94,304.01,571.79,221.83,374.02,313.24,421.78,239.6,160.71
132.81,126.68,310.37,305.42,580.67,226.78,376.58,320.28,429.03,245.23,162.26
130.19,124.83,308.41,304.14,577.37,225.73,373.21,318.54,428.4,242.71,160.58
127.86,123.59,305.18,302.85,570.46,222.58,370.91,315.63,422.79,239.35,159.64
128.53,123.83,303.71,304.0,578.55,223.09,369.54,314.33,421.35,240.73,160.19
129.63,125.12,308.27,304.73,567.51,224.01,373.14,320.02,427.06,242.35,160.76
131.29,127.21,315.79,307.0,571.28,231.16,378.82,329.44,438.39,250.27,161.3
130.74,127.07,314.4,306.29,568.0,230.68,377.87,328.43,438.64,252.85,161.3
130.87,126.75,314.0,304.1,563.38,230.92,376.66,327.79,437.94,250.71,160.8
130.44,127.18,311.5,303.36,556.37,229.61,374.78,326.53,434.62,247.76,161.35
130.69,127.51,311.08,303.36,562.7,230.06,374.99,327.59,436.57,250.39,160.8
130.82,128.13,312.34,304.79,551.07,229.9,373.78,327.78,435.9,247.83,162.09
129.76,127.28,309.41,303.24,551.28,226.76,373.6,325.46,434.45,246.69,162.39
129.3,126.6,308.77,304.6,546.25,226.76,373.26,324.15,436.69,246.06,162.25
129.1,126.07,306.96,304.01,552.71,228.44,374.04,324.2,437.75,248.39,162.35
128.49,125.73,303.37,302.34,555.71,226.93,373.11,321.83,436.05,247.57,162.48
127.39,125.93,301.75,301.99,552.51,223.52,373.66,318.71,433.57,246.29,161.4
128.35,125.9,299.77,300.41,554.2,223.61,371.83,317.79,430.32,246.22,162.31
127.76,124.76,296.33,299.26,553.92,223.5,371.41,317.86,430.19,245.28,161.95
127.86,125.33,297.02,300.37,554.13,225.51,372.81,318.76,429.05,246.02,162.79
127.11,123.79,293.42,298.26,543.84,220.7,366.18,313.88,421.56,239.26,161.03
125.05,123.62,293.13,299.04,530.31,218.56,365.7,311.0,418.82,235.51,160.88
127.25,126.34,302.67,302.23,532.94,222.66,372.31,316.72,428.58,239.05,163.05
125.38,127.5,300.36,304.98,535.34,220.73,371.19,315.02,426.29,240.77,162.48
125.05,126.34,299.99,305.8,523.93,220.98,372.12,313.6,424.56,235.91,163.08
123.74,125.06,299.98,305.22,525.41,221.49,372.29,314.13,422.95,235.69,163.3
123.54,124.27,298.33,304.03,524.23,221.68,372.4,311.03,416.48,233.32,162.44
122.61,123.73,298.01,303.93,520.64,219.84,372.14,307.49,419.33,233.85,162.54
122.27,123.96,297.36,302.67,524.29,218.76,371.35,308.77,422.16,237.42,161.53
123.92,124.09,300.33,303.65,529.68,223.68,373.65,311.88,424.98,242.87,161.72
122.88,125.71,299.55,303.57,526.08,225.42,372.23,310.19,423.76,241.34,161.33
121.64,125.6,297.67,303.7,520.08,221.59,371.88,308.75,419.87,241.06,160.63
121.27,125.08,298.19,302.78,521.14,222.49,373.9,308.52,420.4,243.03,160.7
120.35,124.51,297.46,300.45,514.98,218.83,372.16,305.92,416.64,240.87,159.89
120.3,126.43,297.61,300.66,507.03,217.73,370.03,305.01,415.89,239.06,159.67
120.4,127.69,297.61,300.61,509.1,218.38,371.37,304.6,415.32,238.77,160.55
120.28,128.79,297.72,302.08,505.8,220.41,371.66,304.15,416.35,238.99,159.96
121.55,132.46,299.77,303.19,509.48,221.8,370.3,304.64,412.68,240.01,159.95
120.74,131.66,297.41,303.0,508.41,219.19,369.85,303.12,409.92,239.99,160.94
123.18,130.48,299.18,304.12,511.54,219.71,368.52,303.32,409.36,241.27,160.16
120.9,128.33,296.24,303.46,506.96,214.32,365.23,300.78,405.39,239.42,159.35
120.98,128.24,296.47,303.72,506.38,215.08,366.21,301.31,406.19,239.51,159.65
120.58,128.12,295.75,303.75,502.36,215.71,366.01,301.45,405.78,238.62,160.06
120.45,128.18,296.42,303.27,500.16,215.65,365.9,301.17,405.85,237.93,159.68
118.84,127.81,297.29,304.56,501.98,213.62,366.92,300.67,405.1,237.99,159.74
119.33,127.48,298.46,304.64,500.52,215.27,366.92,301.33,405.78,237.07,159.62
118.8,127.24,298.21,303.45,498.52,212.92,366.26,300.54,405.93,237.08,158.81
117.5,127.0,296.65,304.55,494.22,209.5,366.83,298.35,403.37,234.69,158.89
115.69,126.38,294.86,304.98,490.75,208.72,366.6,298.32,403.1,233.71,158.31
114.59,126.8,294.54,304.28,491.46,208.14,366.43,299.31,402.61,232.01,157.77
114.57,126.54,292.3,301.67,488.01,207.65,363.79,295.98,401.66,229.57,156.4
115.86,127.33,293.44,301.37,491.25,209.43,365.09,297.41,403.88,231.16,157.79
117.0,125.34,293.47,300.22,492.8,211.41,361.31,296.09,403.57,231.07,157.34
116.96,125.25,295.07,300.08,488.94,211.67,361.05,296.06,404.87,229.87,156.62
115.9,124.48,294.1,299.73,487.2,209.82,357.77,293.04,402.85,227.96,156.0
116.73,123.18,294.16,298.69,485.77,207.14,356.92,292.35,402.87,227.06,155.47
118.78,123.18,294.31,297.81,487.32,203.46,356.49,293.19,399.37,229.05,156.19
118.34,122.71,294.44,296.56,488.53,203.53,356.51,291.87,399.4,228.89,156.98
118.3,122.75,294.46,297.36,487.24,203.97,358.94,292.39,399.12,228.84,157.73
117.95,122.66,293.86,297.29,485.07,203.37,358.62,291.55,398.02,226.89,157.28
115.89,121.39,290.0,297.15,478.75,198.19,356.21,287.21,393.07,223.54,156.78
114.82,119.66,284.18,292.38,465.21,194.14,349.62,279.95,384.45,217.51,155.08
115.19,119.52,284.89,293.71,466.6,195.52,352.47,280.81,389.88,217.5,155.15
115.22,120.67,286.65,294.63,464.2,194.41,353.66,280.98,392.21,216.49,155.73
116.1,121.09,287.97,296.42,469.6,196.63,356.39,283.04,393.96,219.2,156.6
113.71,120.45,282.27,294.34,461.55,193.47,353.5,277.27,387.24,215.3,155.95
114.76,121.48,286.36,297.57,470.43,196.65,358.28,280.77,392.93,219.08,157.66
114.43,121.86,285.42,297.82,472.25,199.46,358.3,281.7,390.63,218.72,157.28
113.72,121.85,283.85,297.21,469.29,199.78,357.91,280.37,389.71,217.21,157.7
112.61,120.04,281.42,293.29,459.43,196.96,353.16,275.4,382.76,213.12,156.83
111.64,120.25,279.37,293.32,457.61,198.1,352.72,275.59,382.94,213.27,156.92
115.74,122.22,283.1,296.5,467.38,201.79,357.32,279.93,390.22,217.96,158.8
116.69,121.91,283.83,296.66,469.56,200.97,358.0,279.4,391.91,219.85,158.36
119.25,123.87,286.99,297.63,471.34,206.02,361.5,284.23,404.6,222.75,159.6
117.5,123.96,284.62,298.45,465.24,203.27,361.55,284.65,403.68,221.72,160.64
122.32,124.14,287.17,299.62,466.69,207.79,363.22,287.24,404.91,225.36,161.53
122.78,124.49,287.53,300.5,465.12,209.41,364.31,288.21,404.73,224.81,162.54
121.42,125.24,286.03,301.71,462.95,205.06,366.26,286.67,404.61,224.07,162.55
118.13,123.5,281.66,298.25,449.68,198.28,364.82,280.63,398.35,216.88,160.91
118.39,122.86,280.35,297.43,448.8,196.31,364.43,280.24,396.54,217.46,161.37
117.56,121.82,277.43,296.14,443.87,195.8,361.63,278.06,392.93,215.5,159.48
116.15,121.4,277.5,296.38,442.59,195.83,361.0,277.81,391.58,215.5,160.85
115.88,121.33,277.84,295.82,442.84,196.15,362.71,277.6,391.85,213.65,160.56
116.58,121.01,276.74,294.82,442.96,196.24,361.02,278.48,391.59,213.89,160.28
117.66,121.51,278.09,296.25,445.65,196.06,362.85,280.37,389.96,215.73,161.01
118.47,121.4,277.01,297.32,444.49,195.81,363.96,281.1,389.42,216.22,161.3
118.1,120.96,275.46,296.8,444.07,196.61,362.26,280.55,388.38,212.54,161.82
118.46,121.33,274.08,296.05,440.86,196.47,362.02,280.41,386.26,213.86,162.76
118.75,121.91,272.15,295.06,441.47,196.84,360.82,278.43,385.72,213.76,163.56
116.16,120.19,268.95,293.21,435.4,194.66,357.92,274.76,382.72,209.63,162.29
117.84,121.72,272.97,296.2,446.05,197.43,364.29,279.0,389.45,214.46,163.28
116.57,120.94,273.39,295.45,442.47,192.92,361.2,278.62,387.59,213.89,161.88
116.73,121.51,271.57,294.77,441.28,196.27,359.84,281.07,379.89,213.18,161.34
117.22,121.11,271.97,294.67,441.52,199.9,360.38,282.1,379.42,215.05,161.58
115.99,121.19,271.43,292.22,436.78,199.91,358.0,278.01,375.95,211.52,161.07
114.82,120.85,270.67,291.31,436.62,197.62,356.94,278.98,373.01,211.27,161.55
114.62,121.17,267.77,290.62,431.7,197.42,355.89,276.72,370.36,207.08,161.13
114.45,122.63,267.11,292.09,433.31,198.27,355.61,277.11,369.42,208.94,160.95
